Респондент,Сообщество,"Среднегодовой.доход,.тыс..$","Объем.потребленного.алкоголя.в.год,.л.",Количество.членов.семьи,Количество.лет.образования,"Доля.от.дохода.семьи.которая.тратится.на.продовольствие,.%",Коэффициент.Джини.сообщества,"Издержки.сообщества.на.окружающую.среду,.млн..$","Охват.беспроводной.связи.в.сообществе,.%","Количество.смертей.от.вирусных.и.респираторных.заболеваний.в.сообществе,.тыс..человек",Волатильность.потребительских.цен.в.сообществе,Ощущаемое.счастье
33068,540,330.411,41,1,13,42,0.60427092981303,166.92,0.375075156895896,11.43,3.70932416965196,Strugglng
33124,465,133.221,41,6,21,31,0.795348690831329,33.07,0.155137603898106,32.91,0.371558710793314,Coping
33257,489,341.643,39,11,15,41,0.17650534654203,314.36,0.84489657861971,1.15,6.33160039741254,Just ok
33368,500,167.757,44,11,19,35,0.576240368739201,181.06,0.564529087761181,13.51,3.83330527735969,Just ok
33423,372,242.205,49,2,11,52,0.556006948947243,176.6,0.573164199061044,11.91,3.61747390078291,Suffering
33468,215,246.391,43,5,19,35,0.587636939103207,96.56,0.263026260136988,12.95,1.8292261565761,Doing well
33490,563,334.438,52,7,13,44,0.747852555877111,180.5,0.41217810226834,12.53,4.05827292779923,Suffering
33534,455,674.893,47,10,17,45,0.566731476852529,158.88,0.43738525317595,13.91,3.72785094790292,Coping
33557,565,456.01,43,3,20,40,0.212937840494322,338.11,0.916961790869354,1.81,6.43401310015086,Thriving
33668,382,613.553,35,7,24,29,0.553200735036353,147.57,0.380170360407564,13.4,4.09761873268402,Blooming
33679,356,112.792,49,3,15,51,0.927138834618798,83.64,0.184934851374928,12.24,1.7323576217293,Suffering
33745,527,333.069,41,1,21,26,0.561213071934207,190.08,0.495395650180054,12.54,3.95103799235996,Thriving
33957,345,854.066,49,8,15,49,0.72309565579392,138.63,0.369820394750087,12.36,3.94365266478469,Coping
34024,495,374.023,31,5,23,25,0.725292410343541,179.9,0.37883281245502,11.58,3.69620171749677,Doing well
34035,102,313.345,43,1,18,50,0.300277965801239,271.05,0.561489836677817,12.26,5.47119308376432,Doing well
34079,147,125.63,60,7,7,68,0.0510813855845065,362.35,0.876997699029419,2.69,6.58141506003282,Strugglng
34168,402,190.421,49,1,15,45,0.319372203940157,299.76,0.552312793571415,11.96,5.3318539363647,Just ok
34479,51,299.127,49,10,13,44,0.357608767746237,327.31,0.720003166453106,2.14,5.57133070342282,Just ok
34590,491,205.587,44,2,15,51,0.963755515835684,9.89,0.163012250888096,31.4,0.482081316536717,Suffering
34734,588,130.605,67,1,6,64,0.569944423721579,189.21,0.526513670224827,13.26,3.78594135070556,Depressed
34767,431,43.599,54,6,9,42,0.0213355195900683,372.21,0.821933999518391,2.56,6.61238524308366,Just ok
34801,561,356.186,41,4,20,37,0.67704582020751,151.99,0.388414810771297,13.26,3.89569878664323,Doing well
34823,540,135.771,61,3,7,58,0.60427092981303,166.92,0.375075156895896,11.43,3.70932416965196,Depressed
34913,83,220.067,45,5,13,44,0.773096061940608,12.43,0.17939251025255,22.69,0.202466243990026,Suffering
35024,11,30.199,70,7,3,65,0.128211236750798,388.53,0.88474471530816,2.56,6.54980351949465,Strugglng
35068,502,259.479,50,1,14,48,0.18203814844581,334.02,0.87467989736524,2.32,6.22537466868996,Doing well
35157,112,363.022,32,1,25,28,0.173461393506848,295.37,0.838365296569086,1.36,6.2495866946755,Prospering
35201,18,850.306,49,3,18,43,0.641402649400906,95.75,0.227454258012181,12.09,1.90841538873615,Blooming
35224,578,83.288,64,4,6,66,0.92580841485969,71.51,0.238384763804582,13.36,1.71401260287673,Hopeless
35235,595,229.725,66,10,7,67,0.814905390453987,76.86,0.170462811836107,13.15,1.83319935198112,Hopeless
35279,450,294.637,60,8,9,46,0.868561041503993,94.84,0.161400397231123,13.0,1.77027173968032,Depressed
35368,224,88.029,57,2,9,48,0.883402847524585,14.65,0.177723519671436,33.63,0.556826005746865,Depressed
35423,282,30.726,71,1,6,69,0.669975574737209,146.71,0.385791211370486,12.79,3.77571457351737,Depressed
35446,499,261.87,46,7,10,50,0.163674387788238,359.97,0.872198687435707,0.98,6.62618288413583,Just ok
35501,528,129.382,71,2,7,68,0.707216801274019,186.1,0.517666102365913,11.18,3.76257896612819,Depressed
35579,574,380.441,39,5,14,51,0.964447481637305,9.07,0.183040296315044,34.66,0.463727400652457,Depressed
35679,364,167.337,68,5,6,63,0.120966453168696,309.38,0.873998245124067,2.26,6.38966714043554,Strugglng
35701,20,113.62,63,2,5,63,0.889194439310437,42.15,0.157015173416294,11.23,1.89223408013864,Hopeless
35723,333,662.552,44,1,19,38,0.696107724076542,108.85,0.284419119746296,11.31,1.70895377671721,Blooming
35790,181,325.27,51,6,12,43,0.156132591429666,368.63,0.914952187258372,1.8,6.42922237260812,Just ok
35801,279,143.991,48,1,17,44,0.682117492928375,134.68,0.33126323859504,12.66,3.55005750381042,Just ok
35912,526,126.311,47,8,14,47,0.583152890246174,190.19,0.535818975234758,10.46,3.8841399393783,Suffering
3,532,916.319,35,2,20,31,0.966599767229977,23.37,0.110343143475608,31.75,0.351202406107019,Doing well
14,176,764.748,40,7,22,39,0.919272183879313,35.7,0.195824530567216,21.24,0.3506871970755,Doing well
136,149,650.934,42,10,22,32,0.672444939092889,132.14,0.248792720141421,11.67,1.94703333419081,Blooming
158,113,145.146,54,6,8,45,0.199116036401928,356.13,0.825421357409278,2.3,6.35815188726248,Coping
225,88,207.248,55,11,12,48,0.878883261029564,66.3,0.199068919777584,13.07,1.8947047355996,Depressed
435,576,520.154,46,2,12,50,0.886210676591088,63.48,0.242690838112251,13.14,1.61098977957416,Strugglng
624,199,47.249,62,5,9,65,0.904975405516353,21.02,0.167148825486436,32.84,0.760088072504636,Hopeless
780,210,105.215,73,3,5,66,0.87686713335731,37.78,0.192927739474706,32.42,0.665779538768506,Hopeless
968,587,354.534,47,8,13,46,0.415690661981868,266.04,0.551605271619174,12.81,5.4310707120499,Just ok
1068,299,296.245,39,2,17,42,0.549462079805016,191.08,0.520909889801118,12.79,3.82133479852838,Doing well
1236,264,469.824,49,11,21,35,0.351122515894532,343.12,0.675198392194671,0.22,5.647875771851,Thriving
1258,85,20.707,64,4,5,65,0.907793159301318,14.56,0.182606515218809,32.6,0.480274371159572,Hopeless
1380,278,111.509,69,5,8,63,0.166312534806439,328.6,0.923985968792174,0.99,6.41004051168151,Strugglng
1491,430,721.014,44,5,13,47,0.882510855751356,47.12,0.178884936648169,33.0,0.199959958169103,Coping
1546,373,992.005,40,5,25,31,0.749635555811,125.3,0.2510432762305,12.83,1.81634222059326,Blooming
1591,515,443.356,56,7,19,45,0.629689975209576,141.64,0.302509740299409,12.32,1.8152614919869,Just ok
1713,566,216.174,62,6,6,65,0.635868326283836,78.78,0.240156647447716,13.42,2.01510268828203,Depressed
1757,369,150.184,47,3,16,45,0.941381209512168,57.8,0.106644241823268,23.05,0.260374355380188,Suffering
1813,405,176.211,49,6,15,47,0.804385410262087,0.0,0.20999003367398,32.87,0.530945721898126,Depressed
1846,114,873.57,38,3,25,30,0.751101814552243,98.83,0.301474044200513,13.24,1.63294583645404,Blooming
2146,402,80.17,59,5,9,67,0.319372203940157,299.76,0.552312793571415,11.96,5.3318539363647,Strugglng
2157,510,224.008,61,12,9,63,0.927873922817043,54.76,0.220680606363292,13.53,1.78808497892616,Hopeless
2190,144,974.456,43,5,24,31,0.310095451170033,327.37,0.712821793348604,3.58,5.82691145106403,Prospering
2212,479,45.985,53,3,11,47,0.739087421503676,140.07,0.325340327205027,12.03,3.7008162636432,Suffering
2258,23,31.801,66,3,6,64,0.85169039965452,86.49,0.114399158756651,12.72,2.03640527385624,Hopeless
2380,220,719.322,41,4,13,51,0.542422325929396,196.58,0.529868569938189,13.05,3.8070730920111,Just ok
2402,44,770.313,32,3,22,22,0.858192024074228,17.57,0.193541427950632,32.78,0.362212887501392,Blooming
2469,561,309.597,50,6,17,37,0.67704582020751,151.99,0.388414810771297,13.26,3.89569878664323,Just ok
2491,283,201.461,52,7,14,49,0.696249836922808,147.68,0.378019862165936,10.99,3.66666111377477,Suffering
2524,417,651.141,41,8,19,39,0.623823040541477,133.69,0.410296732751017,12.78,3.82158898188116,Doing well
2546,415,418.836,47,1,13,48,0.269714738982746,325.92,0.681387760962752,2.18,5.58104868258587,Just ok
2713,592,137.11,48,3,17,47,0.679445384390231,111.85,0.337053848787332,12.98,1.90863866063716,Coping
2735,313,518.542,36,2,23,35,0.885198015649009,15.94,0.178119675318261,32.83,0.494895600393743,Doing well
2757,451,180.956,46,1,20,40,0.858885172806676,93.48,0.169359863396543,12.57,2.21663165847304,Doing well
2824,380,731.141,28,3,26,29,0.312122763608146,307.66,0.732307927186275,1.03,5.38507015637039,Prospering
2868,566,751.764,51,9,15,47,0.635868326283836,78.78,0.240156647447716,13.42,2.01510268828203,Coping
2913,34,385.068,47,5,15,46,0.895635156893975,9.97,0.225820078269057,32.64,0.491227622375506,Suffering
2968,118,189.522,52,3,16,49,0.939107687163082,28.18,0.179310944152203,33.54,0.477387236054773,Suffering
3046,518,113.127,67,1,11,67,0.855697088920606,43.54,0.192551685506163,22.14,0.123997302924405,Depressed
3057,437,185.939,52,1,10,48,0.907128418041273,39.45,0.198326695951622,13.94,1.80221371826617,Suffering
3068,48,199.011,64,3,5,65,0.853123840723809,18.69,0.119307447794063,23.13,0.551904968079883,Hopeless
3090,483,429.226,33,1,22,31,0.883159712536302,21.96,0.189214652583771,33.18,0.3827877654449,Doing well
3201,424,121.499,58,1,7,64,0.3315985526396,287.68,0.709467902066036,2.75,5.35552786708009,Strugglng
3301,410,201.524,56,2,12,54,0.0709136738796445,384.43,0.908343435721856,1.96,6.64040376301891,Just ok
3546,436,351.964,50,6,17,44,0.127986856020237,353.29,0.837986545573464,1.91,6.33315174842849,Blooming
3646,459,161.636,64,6,5,69,0.113681398580953,326.26,0.838205575226129,2.16,6.42752616653218,Strugglng
3680,145,385.748,47,5,16,48,0.155018774260581,346.58,0.819313952950405,1.56,6.71341359404987,Thriving
3713,10,429.083,40,5,22,31,0.869528219080303,40.34,0.227802334912382,32.85,0.47144764452307,Doing well
3791,194,269.468,54,8,16,45,0.881701145603031,47.54,0.132217715337375,12.73,2.19607869309945,Suffering
3857,298,167.357,36,7,23,33,0.49472773922302,196.64,0.542334973019398,11.83,3.73067105471245,Doing well
3924,25,778.514,40,4,9,49,0.850062925341514,11.52,0.108712459331817,32.21,0.288522071532429,Strugglng
3946,379,194.979,73,4,7,66,0.668605128696235,147.22,0.383025537281874,13.07,3.80335790762205,Depressed
4002,341,415.611,52,1,11,44,0.635401152759909,95.45,0.195079795408119,12.16,2.07256769409788,Suffering
4057,310,152.533,34,4,24,33,0.730684868880444,132.14,0.23402249184073,12.02,1.88723560086211,Doing well
4068,147,133.945,73,2,6,64,0.0510813855845065,362.35,0.876997699029419,2.69,6.58141506003282,Strugglng
4113,105,70.81,47,1,13,48,0.89317857930059,33.29,0.176772288570427,11.74,1.73398719598647,Suffering
4157,553,87.579,34,1,24,29,0.924119503436055,15.42,0.183917818325751,23.06,0.237023969536388,Doing well
4190,245,360.519,49,2,16,47,0.821436177496396,55.57,0.154423638143935,12.69,1.94523745854244,Strugglng
4224,450,553.729,39,2,18,38,0.868561041503993,94.84,0.161400397231123,13.0,1.77027173968032,Just ok
4268,140,526.666,35,2,20,22,0.213269173451214,292.17,0.668541106445719,1.88,5.54024039325571,Prospering
4279,213,70.119,68,1,5,65,0.115038316705218,310.23,0.831476402148554,2.31,6.38102240689995,Strugglng
4301,513,393.48,61,5,9,49,0.908376713929501,48.58,0.194935529971343,13.49,2.03138220109991,Depressed
4346,512,369.023,50,3,14,42,0.923588231197677,35.52,0.211351970088153,22.23,0.591855936192321,Suffering
4558,434,106.06,73,5,7,66,0.823651329681238,98.98,0.163346376161219,11.9,1.84376275518583,Hopeless
4569,289,139.578,54,6,9,64,0.364690991496535,334.24,0.735374252784629,1.99,5.36557142753863,Strugglng
4580,513,185.783,75,5,5,67,0.908376713929501,48.58,0.194935529971343,13.49,2.03138220109991,Hopeless
4624,33,469.091,51,3,12,47,0.72705202569093,99.21,0.195327898844737,11.34,2.14787637960435,Suffering
4691,14,350.82,54,4,10,42,0.570557442891639,198.01,0.494350341497268,11.95,3.6793153389044,Suffering
4746,270,23.639,69,7,6,67,0.833148518444945,22.97,0.179594903621012,34.25,0.52670728781199,Hopeless
4768,322,13.112,75,2,6,63,0.906413806823969,30.0,0.168130550100623,35.0,0.656277188011765,Hopeless
4780,148,113.183,54,5,9,48,0.35277329370408,303.19,0.677503927549545,0.93,5.21864984518549,Just ok
4791,202,662.776,36,5,23,37,0.34020747354124,310.06,0.702674368076988,2.04,5.52321888243091,Prospering
4946,558,1026.677,31,4,23,34,0.477274358028004,208.71,0.474305298847145,11.94,3.78072347106783,Prospering
4968,1,80.068,48,9,12,46,0.157861339397933,328.54,0.782842214489685,2.12,6.48266697177716,Just ok
5002,400,778.008,50,10,16,47,0.868115722883817,32.76,0.1,23.94,0.350585346142801,Coping
5046,505,18.636,68,7,9,65,0.134063270087272,304.84,0.834872421118618,2.5,6.50210894670437,Strugglng
5057,259,187.605,71,6,6,67,0.855852390643453,27.05,0.121965652633479,32.16,0.10250305109051,Hopeless
5113,361,140.424,53,3,12,46,0.883178476487114,19.56,0.139394393147344,33.74,0.558025947552171,Depressed
5124,370,86.252,42,1,19,39,0.924449670615696,51.52,0.140618315747838,22.59,0.509705284842194,Just ok
5146,374,860.852,38,1,23,32,0.348443114273234,315.8,0.739321922507898,0.81,5.53221665662012,Prospering
5179,250,750.26,42,4,20,37,0.680793306133277,163.78,0.369902832526371,12.1,3.89377068504356,Blooming
5201,210,153.608,68,5,8,67,0.87686713335731,37.78,0.192927739474706,32.42,0.665779538768506,Hopeless
5312,591,17.041,76,3,5,69,0.689186866220176,184.94,0.356226804297793,11.21,3.77169145503269,Depressed
